Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
Ford,Chiron,1985,USA,used,3.1,741,324,2144,176,4.7,Diesel,AWD,Manual,12.8,188,352805,233057,Low,3,4,Low,10450,20000,12.77367360977288,12.359042628609268,
Porsche,Mustang GT,2023,Europe,salvage,3.3,1268,222,967,357,3.7,Diesel,FWD,Manual,13.3,233,355711,229341,Low,3,3,High,10670,100000,12.78187669366212,12.342969618230995,
Ford,Huracan,1987,USA,used,7.2,851,1123,2238,389,3.7,Diesel,AWD,Manual,5.2,202,268606,243591,Medium,2,3,High,11608,20000,12.501004623789024,12.403249973556115,V-Spec
Ferrari,Huracan,1986,Asia,new,2.3,472,1074,1366,392,5.8,Petrol,RWD,Automatic,13.3,429,70379,74366,Low,3,1,Medium,1941,100000,11.161664410875575,11.216767574037403,
Ferrari,Mustang GT,2013,Asia,used,5.4,1227,479,1757,281,5.4,Petrol,RWD,Manual,11.5,224,283675,133115,Low,2,4,Low,9855,5000,12.555588020813811,11.798976207526659,Track Edition
McLaren,911 Turbo S,2023,USA,used,4.2,264,1274,1162,328,5.6,Diesel,RWD,CVT,6.0,403,157814,220244,High,2,1,Medium,3705,200,11.969178739910497,12.302495842065147,RS
Ford,Corvette Z06,1993,USA,used,2.8,1069,158,2054,232,3.3,Petrol,RWD,Manual,15.0,182,135074,236973,Medium,4,1,Low,10350,20000,11.813585458712266,12.375705709457923,Sport
Aston Martin,Mustang GT,1995,Asia,new,4.5,1107,426,1323,247,2.9,Electric,RWD,Automatic,11.2,366,285824,13010,Low,1,3,Medium,4059,100000,12.56313501441017,9.473550432503476,
Porsche,Corvette Z06,2022,USA,used,7.6,509,1003,2190,219,5.6,Petrol,RWD,Automatic,9.0,362,377222,69162,Medium,2,2,High,8915,1000,12.840591803492257,11.144221316531398,RS
Ferrari,720S,1988,Europe,used,6.6,1278,639,1619,386,3.5,Electric,AWD,Manual,13.9,156,295675,196847,High,3,4,Low,9303,1000,12.597019539205421,12.190187136299949,Track Edition
McLaren,488 GTB,1989,USA,salvage,2.4,167,997,2135,228,3.1,Diesel,RWD,Manual,5.4,386,271089,242989,High,3,2,High,4675,200,12.51020614804877,12.400775569212533,Track Edition
Ford,720S,1996,Europe,used,7.0,910,165,1462,287,3.1,Diesel,FWD,Manual,12.2,286,92811,38951,Low,1,4,High,5488,100000,11.438331220759258,10.570085397862536,
Porsche,Mustang GT,1991,USA,new,7.6,439,313,1882,267,2.7,Electric,AWD,CVT,6.4,273,117788,31453,Medium,4,2,Low,10124,5000,11.67665016723176,10.35628144005067,
Ford,Huracan,1985,USA,used,3.4,235,1661,1818,255,4.1,Diesel,AWD,Automatic,10.5,436,302325,133943,High,3,3,Low,6097,1000,12.619261184346675,11.805177081136378,
Nissan,911 Turbo S,1998,Asia,new,3.7,685,1713,1187,185,3.3,Diesel,AWD,CVT,6.0,434,321203,231578,Low,4,4,Medium,6171,100000,12.679831714277325,12.35267634699475,V-Spec
McLaren,M4 Competition,2022,Europe,used,2.4,1378,1312,1324,195,6.5,Diesel,AWD,Automatic,11.8,234,497903,99475,Low,2,2,Low,11472,100000,13.118162566339718,11.50767168802168,Sport
Porsche,Corvette Z06,2020,Asia,new,3.8,1395,1265,1453,253,5.4,Petrol,RWD,DCT,9.6,193,254553,66253,Low,3,2,Medium,2467,100000,12.447268273212124,11.101251119384319,
BMW,DBS,2008,USA,new,5.9,526,368,1658,283,5.7,Petrol,RWD,Automatic,5.1,108,35603,135992,Low,2,4,Low,5962,100000,10.480213270078822,11.820358692805296,Track Edition
Bugatti,Corvette Z06,1985,Asia,used,3.3,282,1132,1143,257,4.0,Electric,RWD,Manual,5.7,108,202328,119819,Low,3,1,High,3546,100000,12.217650364340228,11.693745895637916,Nismo
Bugatti,GT-R,2004,USA,new,1.6,665,326,1899,253,5.0,Electric,FWD,Automatic,12.0,212,110182,249584,Low,3,1,Low,1963,100000,11.609897898828109,12.427554817517716,V-Spec
Porsche,Chiron,2003,USA,used,3.8,1125,234,2257,219,4.5,Petrol,RWD,Automatic,9.0,221,343843,89622,Low,1,4,Low,1327,20000,12.747943345126492,11.403367262450702,Supercharged
Ford,Mustang GT,2004,USA,used,4.5,1095,358,1227,356,2.8,Diesel,RWD,DCT,11.7,207,66437,63499,High,2,3,Medium,4703,1000,11.104024460926162,11.058795184880783,
McLaren,720S,1995,Europe,new,5.2,1299,685,1614,370,2.2,Petrol,FWD,DCT,8.9,441,300035,135275,High,1,4,Medium,12900,1000,12.611657746438913,11.815072414832532,Sport
Bugatti,DBS,1995,Europe,new,6.0,1344,1219,2029,238,5.4,Diesel,RWD,CVT,8.6,371,199985,73387,High,1,4,High,5794,20000,12.206002643080058,11.20351571349861,
McLaren,Huracan,1985,Europe,salvage,2.0,1022,1312,1700,360,2.6,Electric,RWD,CVT,13.5,357,402304,131110,Low,1,2,Low,2415,5000,12.904965786396565,11.783799571647641,
Bugatti,Huracan,2016,Asia,new,4.6,712,1191,2002,355,2.3,Electric,AWD,Manual,13.5,297,121056,206377,High,1,3,Medium,4097,200,11.70401678803834,12.237464717761231,Supercharged
Nissan,Huracan,2000,USA,used,3.3,330,855,2088,152,4.2,Electric,RWD,CVT,14.2,217,169359,35549,High,4,1,Low,2392,20000,12.039781905808747,10.478695435231387,
Ford,M4 Competition,1983,Asia,restored,7.7,141,1213,1530,327,5.7,Petrol,FWD,CVT,13.2,255,368056,47,Low,4,2,High,2677,5000,12.815993096460996,3.8712010109078907,
Nissan,GT-R,2013,Asia,salvage,3.9,1205,627,1980,191,5.8,Petrol,AWD,DCT,6.3,227,77772,117082,Low,4,2,Medium,8370,5000,11.261549606231082,11.67063836398284,
Bugatti,Huracan,2007,USA,used,2.2,897,274,1859,259,6.4,Diesel,FWD,Manual,5.7,142,106157,87895,Low,2,1,High,3352,20000,11.572683829341058,11.383909576380717,GT
BMW,Huracan,2017,Asia,used,1.9,1455,1702,1859,355,3.0,Electric,FWD,Manual,5.6,162,314666,85469,Medium,4,2,Medium,13624,5000,12.659270215781001,11.355920716160064,
BMW,Mustang GT,2020,USA,salvage,3.3,1453,580,2111,331,6.9,Diesel,RWD,CVT,14.8,244,324760,153122,Low,2,3,Low,2649,100000,12.690844806168586,11.93899679897134,
Nissan,GT-R,2007,USA,used,2.7,1049,1516,1975,380,5.8,Diesel,AWD,Manual,10.0,374,181203,119551,Low,3,2,Medium,1761,100000,12.107378747402553,11.691506702148459,
BMW,911 Turbo S,1996,USA,used,5.8,650,910,1995,316,2.8,Petrol,RWD,Manual,6.2,122,284445,129888,High,4,1,High,2825,5000,12.558298707854572,11.774435518549613,
Bugatti,911 Turbo S,1993,USA,new,7.0,1293,1345,1652,362,6.2,Petrol,AWD,DCT,10.4,374,205095,150308,Low,3,1,Medium,13600,1000,12.231233441188673,11.920448454187836,Track Edition
Porsche,GT-R,1986,Asia,new,3.6,229,773,1223,267,4.5,Diesel,AWD,CVT,12.1,228,327515,50087,High,4,3,Low,12773,1000,12.699292187825911,10.821536737425147,
Nissan,Chiron,2001,Asia,used,5.3,1290,436,2261,204,2.3,Diesel,AWD,Manual,5.9,398,357193,216048,High,1,3,Low,13783,20000,12.786034330530974,12.283260512791163,Nismo
Lamborghini,M4 Competition,1980,Asia,used,6.3,1000,570,1054,288,2.7,Diesel,FWD,CVT,8.5,380,140463,213775,High,4,4,High,2296,200,11.852706507165989,12.272684016828675,
Ford,DBS,2008,Europe,new,4.2,495,696,958,263,4.2,Petrol,RWD,CVT,6.9,281,220442,175023,Medium,2,4,High,10319,20000,12.303394437049914,12.072678386359572,Track Edition
BMW,Corvette Z06,2010,Asia,new,2.0,786,1239,2198,351,4.7,Diesel,AWD,Manual,14.8,361,193222,139153,Low,3,1,Medium,10274,20000,12.171600241293996,11.843336512498478,Supercharged
BMW,Mustang GT,2009,Asia,used,3.1,290,615,1100,356,6.7,Petrol,AWD,Automatic,8.2,327,416900,245645,High,1,3,Low,10570,50,12.940604062522763,12.411646754134278,
Ferrari,488 GTB,1994,Europe,new,7.3,890,481,1194,179,3.1,Electric,FWD,Manual,11.9,350,335742,177887,Medium,4,1,Low,14389,5000,12.724101265322275,12.088909417753195,
Aston Martin,911 Turbo S,1997,USA,new,6.9,304,576,2245,257,4.4,Electric,AWD,Automatic,14.2,180,177737,240766,High,1,3,Medium,7643,1000,12.088065834838025,12.391584939836157,V-Spec
Nissan,GT-R,2014,USA,new,2.2,1241,1321,2252,396,3.1,Diesel,AWD,DCT,13.6,175,425905,60747,High,3,1,Medium,12140,200,12.961973943626113,11.01448943885016,
Chevrolet,DBS,2009,USA,used,3.0,674,248,2313,230,4.8,Petrol,RWD,CVT,8.9,380,150936,107305,Low,2,3,High,8944,100000,11.924617810194142,11.58343984504239,GT
BMW,GT-R,2013,Europe,new,6.5,606,1633,1897,395,6.5,Electric,FWD,Automatic,8.1,301,73638,152577,Low,4,3,High,2357,1000,11.206930055678493,11.935431219680476,
Ford,Corvette Z06,2021,Asia,new,4.7,412,1182,2207,333,4.8,Petrol,FWD,CVT,13.1,218,230015,236596,Low,3,4,Medium,10485,5000,12.345904150703175,12.374113550817972,
Lamborghini,DBS,1990,Asia,new,6.5,1086,1601,2099,306,4.6,Petrol,AWD,DCT,7.1,351,145918,116441,High,3,4,Medium,12037,20000,11.8908069522145,11.665148573940149,
BMW,911 Turbo S,2006,Asia,new,3.0,581,931,1509,166,5.8,Electric,AWD,DCT,12.2,221,250857,181206,High,2,4,Medium,3802,20000,12.43264232097254,12.107395303191423,Track Edition
Lamborghini,Huracan,2003,Asia,used,7.7,211,992,1248,182,2.7,Diesel,FWD,Automatic,13.4,273,331069,156731,Low,3,3,Low,12494,5000,12.710085112362918,11.96229261936552,Nismo
Bugatti,GT-R,2014,Europe,used,6.6,1366,469,2355,251,6.5,Diesel,AWD,DCT,13.5,158,198353,48674,High,1,3,High,1313,1000,12.197808592111711,10.7929208302404,Turbo
Bugatti,488 GTB,2018,Asia,new,2.9,945,764,1862,170,4.9,Electric,AWD,CVT,5.1,154,126210,213951,High,4,4,High,11448,20000,11.745710388523719,12.27350696977977,
Aston Martin,911 Turbo S,1987,USA,new,5.2,649,571,1281,260,5.4,Petrol,FWD,DCT,10.0,251,88396,32416,High,3,4,Low,11516,20000,11.38959331139829,10.386438255536065,Sport
Porsche,720S,1997,Europe,used,2.3,263,1523,2195,392,6.1,Diesel,AWD,DCT,8.6,430,453438,15656,Low,4,2,High,13441,100000,13.024616030118576,9.658673380311523,GT
Chevrolet,488 GTB,1992,Europe,new,3.9,576,228,1391,355,5.2,Petrol,RWD,Automatic,14.8,251,276478,173758,High,4,1,Medium,8247,20000,12.529890147693138,12.06542456064669,Sport
Ferrari,Chiron,2024,USA,used,5.8,247,1727,2470,159,5.2,Electric,AWD,DCT,10.4,267,245837,138072,High,2,4,Low,3252,20000,12.412428061398673,11.835537809783077,
Aston Martin,M4 Competition,2003,USA,new,3.7,1396,1351,1230,383,5.6,Diesel,FWD,Manual,9.3,247,497621,76547,Low,4,1,Medium,10011,100000,13.117596031648425,11.245673274029956,
McLaren,911 Turbo S,2002,Asia,new,5.8,878,696,1774,364,2.3,Diesel,RWD,CVT,7.4,442,386125,122132,High,2,2,High,14850,1000,12.863919020052426,11.712865893852635,Supercharged
Ferrari,Huracan,1991,USA,new,3.2,1303,360,1057,252,3.9,Diesel,AWD,Automatic,13.5,296,357120,93807,High,3,3,Low,11660,50,12.78582993891032,11.449005419203996,Sport
Nissan,911 Turbo S,2009,Europe,used,6.2,775,710,1331,188,6.8,Electric,RWD,Manual,8.2,223,485924,98947,Low,3,3,High,10547,5000,13.093809569986266,11.502349738598044,RS
Ford,Corvette Z06,2010,Europe,new,3.9,508,1231,2248,227,3.3,Electric,FWD,Automatic,13.3,327,149801,216670,High,3,1,Medium,6822,200,11.917069701110977,12.286135353003713,Nismo
McLaren,DBS,2007,Europe,new,6.7,737,1542,2039,324,4.7,Electric,RWD,Manual,13.9,432,144146,184119,High,4,1,Medium,2195,200,11.878588891195456,12.123342997931177,
McLaren,GT-R,2001,Asia,new,2.5,1095,1405,2443,235,2.9,Petrol,AWD,DCT,5.6,293,367286,16112,High,4,1,High,5842,50,12.813898837770017,9.68738167857357,
Aston Martin,DBS,2023,Asia,new,3.9,654,697,1518,201,3.6,Petrol,AWD,Manual,10.1,448,63526,163278,High,1,2,Low,12189,20000,11.059220291360612,12.003215673016172,Track Edition
Porsche,DBS,2007,USA,new,4.6,1270,444,1518,190,5.6,Petrol,FWD,Manual,9.2,178,155481,180483,Low,4,1,Low,5834,20000,11.954285248274216,12.1033974101668,
Aston Martin,911 Turbo S,1992,Asia,new,4.3,705,490,1525,369,5.2,Diesel,RWD,Manual,8.9,107,489806,83075,High,2,4,Low,9348,1000,13.10176671494565,11.327511130466025,
Nissan,Corvette Z06,2004,Asia,new,4.4,1066,224,1334,324,4.1,Diesel,RWD,CVT,8.7,154,53627,126187,Low,1,4,Medium,7025,5000,10.889826598721452,11.745528137404946,
BMW,GT-R,2023,Europe,used,4.4,791,217,2445,350,6.7,Diesel,FWD,Automatic,10.3,136,260916,61186,Low,4,2,High,5269,5000,12.471957628066836,11.0216900276358,Track Edition
BMW,GT-R,1986,Europe,used,7.9,1470,1630,1695,236,5.9,Electric,FWD,DCT,6.3,445,499390,163571,Low,1,2,Low,5560,5000,13.121144635039467,12.005008539358842,
Porsche,DBS,2024,USA,new,2.8,1005,215,1831,348,3.3,Electric,FWD,DCT,13.7,348,397832,133174,High,4,1,Low,12834,1000,12.893787598220754,11.799419331785199,
Nissan,Chiron,1985,Europe,new,6.5,141,1615,1471,237,4.3,Diesel,FWD,CVT,10.6,299,186042,143044,Low,4,1,Low,5277,100000,12.133733108772413,11.87091454505369,RS
Porsche,M4 Competition,2003,Asia,used,5.1,1243,165,1165,320,6.4,Electric,AWD,CVT,8.5,369,428476,156754,Medium,1,1,Low,3921,1000,12.967992339966782,11.962439355913073,
Lamborghini,Corvette Z06,1998,USA,new,4.2,517,1009,2321,186,2.1,Petrol,AWD,CVT,7.4,188,225193,176637,Medium,2,3,Low,8229,5000,12.324717531908727,12.081857719542999,
BMW,Chiron,1998,USA,new,5.7,212,150,1001,272,4.9,Petrol,FWD,Manual,11.2,325,154215,110437,High,2,3,High,13291,20000,11.946109496077426,11.612209556499455,
McLaren,Mustang GT,2015,Europe,used,7.1,1105,527,1986,350,3.2,Electric,FWD,CVT,12.9,422,53416,134431,Low,4,4,Medium,608,100000,10.885884326344947,11.808813773969108,
Chevrolet,Mustang GT,1988,Europe,salvage,4.6,525,1518,1896,213,2.3,Petrol,RWD,CVT,9.4,259,76970,83323,Low,1,3,High,1704,1000,11.2511840065188,11.330491901903805,V-Spec
Ford,488 GTB,2015,Europe,new,7.1,674,1525,1608,379,6.6,Petrol,AWD,Manual,14.8,434,314549,3385,Medium,2,1,Medium,3537,5000,12.658898324998175,8.12740456269308,
Nissan,DBS,2017,USA,new,2.2,790,835,1914,348,6.1,Petrol,RWD,Automatic,10.4,221,47495,82376,High,2,2,Medium,14849,5000,10.76840077595051,11.319061550720999,Sport
Ferrari,GT-R,2019,Europe,used,5.8,769,763,1723,337,2.9,Diesel,RWD,CVT,14.8,373,446841,48033,Medium,2,2,High,6604,20000,13.009960343549801,10.779664372473707,
Porsche,911 Turbo S,2008,Asia,new,3.7,229,817,2434,364,6.2,Electric,AWD,CVT,14.6,336,382033,9406,Low,3,4,Medium,1078,100000,12.853264888863583,9.149209371971951,Sport
Ford,GT-R,2003,USA,used,4.1,586,1092,1121,302,2.7,Electric,FWD,Manual,11.0,366,452228,43224,Medium,2,3,Medium,6873,20000,13.021943967685232,10.674174310551491,Supercharged
Ferrari,GT-R,1984,Europe,new,5.3,1003,820,1814,268,4.4,Diesel,AWD,Manual,10.8,429,26721,65780,High,4,2,Medium,3079,1000,10.193242475148839,11.094086321816611,
Ford,Huracan,2021,Asia,new,4.7,457,1632,1335,387,5.6,Petrol,RWD,Manual,6.1,231,45534,21257,Low,4,3,Medium,6064,20000,10.726236540001919,9.964488574093526,
Chevrolet,GT-R,2024,Asia,used,4.0,853,995,2113,392,4.7,Diesel,AWD,Automatic,14.3,281,330001,109599,High,2,2,Low,12938,200,12.706853994030357,11.604592653496052,
Ferrari,488 GTB,2005,Europe,salvage,3.6,203,1025,1539,299,6.3,Petrol,FWD,CVT,13.0,292,464050,4356,High,2,1,High,7178,1000,13.047749738961416,8.379539026117442,
Aston Martin,Chiron,1993,Asia,used,5.6,1249,928,1844,395,5.1,Diesel,AWD,CVT,10.0,209,365329,233628,Medium,1,1,High,4488,5000,12.808556333692772,12.361489666066618,Turbo
Bugatti,Mustang GT,2018,USA,new,4.8,221,1452,1233,320,4.2,Petrol,FWD,Manual,8.1,313,33427,27782,Medium,3,2,Low,10733,5000,10.417149151121327,10.232179601838379,Track Edition
Aston Martin,GT-R,2008,USA,used,3.7,459,718,1806,273,6.6,Diesel,FWD,Manual,13.4,339,278319,30606,Low,4,3,Low,10104,100000,12.536526809825823,10.328984019949246,Supercharged
BMW,GT-R,1985,Asia,used,2.9,304,1086,2481,348,2.2,Diesel,RWD,CVT,7.9,240,304291,59137,Low,3,1,Low,4135,100000,12.62574304569393,10.987628974775781,Track Edition
Bugatti,Huracan,1986,USA,used,6.6,444,752,2224,347,4.4,Petrol,RWD,CVT,10.4,172,484176,234761,High,1,2,High,9916,1000,13.090205821325254,12.36632751397488,
Aston Martin,Corvette Z06,2016,Europe,used,6.7,626,254,1250,185,5.3,Petrol,FWD,CVT,7.0,102,374283,90506,Low,2,3,Low,8602,20000,12.832770146518806,11.413182474763108,
Bugatti,911 Turbo S,1997,Asia,new,3.0,1422,447,1469,195,6.2,Electric,FWD,Manual,13.0,101,347302,117812,High,2,2,High,8201,20000,12.75795287675993,11.676853900647291,Turbo
Bugatti,Corvette Z06,2002,USA,new,3.3,557,318,1627,171,4.7,Electric,RWD,Automatic,12.5,443,321750,233783,Low,3,3,Low,710,20000,12.681533233456651,12.362152891118901,V-Spec
McLaren,911 Turbo S,2023,Europe,salvage,3.1,164,802,1014,184,6.4,Diesel,FWD,Automatic,7.9,309,191533,79911,Medium,4,2,High,9272,20000,12.162820617535372,11.288681308211986,
Porsche,M4 Competition,2017,Europe,salvage,7.3,248,1403,2445,262,4.1,Diesel,AWD,CVT,6.2,411,38123,240825,High,2,2,Medium,10423,1000,10.548599284057516,12.39182996001002,
Porsche,GT-R,1980,USA,new,6.6,1054,243,1808,324,3.6,Electric,FWD,DCT,6.8,157,326260,22774,Low,3,1,Low,5061,100000,12.695452953525749,10.03341872212816,Supercharged
McLaren,Huracan,1983,Asia,new,2.1,1462,873,1266,182,6.9,Electric,FWD,Automatic,11.2,316,459539,89044,Low,1,4,Medium,13432,5000,13.037981268131693,11.396897138910106,
Ford,720S,2023,Europe,salvage,6.9,1510,1726,2192,362,5.3,Petrol,RWD,DCT,6.5,356,32065,193099,Low,3,3,Low,8112,100000,10.375551557748782,12.170963468416605,
Lamborghini,DBS,2014,Europe,new,1.8,957,501,1703,352,4.1,Electric,RWD,DCT,8.2,212,265908,181187,High,3,1,High,13018,20000,12.490909423969322,12.10729044523247,
Ford,Mustang GT,2002,Europe,used,3.2,1258,1650,2009,290,6.4,Diesel,RWD,CVT,13.4,170,153758,98907,Low,4,1,Medium,6125,1000,11.94314172054093,11.501945404127065,Sport
Ferrari,Chiron,2006,Europe,new,7.5,519,690,1795,205,5.4,Electric,AWD,Manual,5.8,201,332227,164572,Low,3,4,Medium,11328,100000,12.71357675918377,12.011109519748183,V-Spec
Ferrari,Mustang GT,2005,Asia,used,7.1,305,1252,1868,216,5.2,Electric,FWD,DCT,10.8,144,382471,235212,Low,3,1,Medium,8945,100000,12.854410726954907,12.368246765588005,Track Edition
Bugatti,Chiron,1987,USA,new,6.6,235,1184,1277,162,5.6,Electric,FWD,CVT,9.0,243,152414,170609,Low,3,2,Low,11469,100000,11.934362342588091,12.047135528968955,GT
Aston Martin,M4 Competition,2022,USA,new,4.5,721,1588,2070,199,5.7,Electric,RWD,Manual,6.2,222,249673,212561,Low,4,4,Low,9923,100000,12.427911345896545,12.266988989497445,Supercharged
Aston Martin,Corvette Z06,1995,USA,new,3.7,1316,917,1911,397,4.5,Diesel,FWD,Automatic,10.1,372,484816,234906,Medium,1,2,Low,6255,1000,13.091526779129044,12.366944970117853,
Porsche,488 GTB,2020,Europe,salvage,7.2,1043,1010,1017,382,4.1,Electric,FWD,CVT,10.2,329,419430,45054,Low,4,1,Medium,7166,100000,12.946654309835202,10.715639244669138,
Nissan,GT-R,1982,Asia,used,5.8,1420,1289,1913,334,6.5,Electric,AWD,Automatic,8.8,129,125097,136578,High,2,3,High,566,20000,11.736852709116974,11.824658480772065,
Ford,720S,2011,USA,used,3.5,1432,1707,2058,375,4.5,Diesel,FWD,CVT,5.6,392,182928,60838,High,2,2,Medium,2359,5000,12.116853378398488,11.01598630968325,GT
BMW,Chiron,1984,Asia,new,4.6,1456,295,1426,177,3.1,Electric,AWD,DCT,7.1,373,352751,91669,High,3,1,Medium,11620,50,12.773520539436761,11.42595045095582,
Chevrolet,DBS,1999,USA,salvage,7.2,1084,1422,1713,253,4.6,Diesel,FWD,Manual,9.0,303,227422,27856,High,2,4,High,8572,20000,12.334566998543647,10.234839560272293,
Aston Martin,Chiron,1993,Europe,used,7.4,1082,499,1105,247,2.2,Electric,RWD,DCT,7.8,339,310904,189915,Low,4,2,High,14161,100000,12.647242678259115,12.154337148122119,
Chevrolet,488 GTB,2011,USA,used,5.8,990,284,2156,245,5.6,Electric,RWD,CVT,6.6,366,222828,17852,High,3,1,Medium,10790,20000,12.314159940144874,9.789926840312962,Sport
Bugatti,Mustang GT,2005,Europe,salvage,6.3,256,1629,1715,236,2.6,Electric,FWD,CVT,9.9,159,359838,187813,High,4,2,Medium,11552,5000,12.793411988176386,12.143207390368621,
Chevrolet,Huracan,1985,Europe,new,1.9,1399,883,965,237,2.6,Petrol,RWD,DCT,9.0,334,177814,80655,High,2,1,High,14255,200,12.088498962957903,11.297948476322413,
BMW,Mustang GT,2015,USA,used,5.5,953,734,903,342,6.7,Electric,AWD,CVT,11.6,346,436561,165755,Low,2,4,Medium,6189,20000,12.98668568312138,12.01827210648796,Turbo
McLaren,M4 Competition,2019,Asia,salvage,6.0,363,1708,902,301,5.9,Diesel,RWD,Automatic,10.6,253,364292,68932,High,4,3,Medium,6719,5000,12.805713767879297,11.140890297346667,
BMW,Huracan,1984,Europe,used,1.7,796,1504,2182,344,4.1,Petrol,AWD,DCT,6.7,179,391101,205439,Low,4,3,High,7337,5000,12.87672367451217,12.232909299483733,
Chevrolet,Mustang GT,1992,Asia,used,7.0,1060,292,1224,274,3.2,Electric,FWD,Manual,11.9,137,191998,189781,Low,2,3,Low,6386,20000,12.165245442663021,12.153631323990504,Track Edition
BMW,DBS,2011,USA,new,7.5,266,882,2163,230,6.2,Diesel,FWD,Automatic,9.7,236,376474,64247,High,2,4,Medium,14884,20000,12.83860692295502,11.070505873868298,V-Spec
Lamborghini,Mustang GT,1995,Europe,used,3.1,685,1320,1504,156,6.8,Electric,RWD,Automatic,6.1,324,283878,237840,Medium,4,3,Medium,12672,20000,12.556303370017526,12.379357662170372,
Bugatti,DBS,1980,Asia,restored,7.0,888,1192,1695,223,4.5,Diesel,FWD,CVT,5.2,341,226877,44732,High,4,4,Low,14984,20000,12.332167707054323,10.708466763259016,
Ford,DBS,1992,Europe,new,5.9,1302,1254,1434,232,4.9,Electric,FWD,DCT,11.3,310,261681,6474,Medium,1,3,High,13534,5000,12.474885305105712,8.775703886567738,
McLaren,Huracan,1990,USA,used,5.3,185,1353,2241,173,3.2,Diesel,AWD,CVT,11.2,145,456246,195029,High,4,1,Low,7901,5000,13.030789608514754,12.180908671866623,Sport
Aston Martin,Corvette Z06,1987,Europe,new,7.0,485,738,1498,286,4.9,Diesel,AWD,DCT,13.2,271,78405,27051,Medium,3,4,Medium,12552,20000,11.269655734022425,10.20551621869483,
Ferrari,911 Turbo S,2004,USA,new,3.4,1410,784,1974,263,4.0,Petrol,FWD,DCT,12.6,141,304667,112939,High,4,2,Low,11662,50,12.626977938126215,11.634611983226828,
Ford,GT-R,2019,Asia,used,6.7,1052,978,2393,164,6.2,Petrol,RWD,Manual,13.8,122,130316,72419,Low,3,4,High,8504,20000,11.77772522275313,11.190237783319631,Sport
Ferrari,Chiron,2011,Europe,new,3.6,942,1298,1731,262,3.9,Diesel,RWD,CVT,7.9,389,60183,49960,High,1,1,Medium,8772,5000,11.005161815240058,10.818997980052005,
Bugatti,911 Turbo S,2003,Asia,new,6.6,1216,1416,1966,333,5.2,Diesel,RWD,DCT,9.1,329,103304,39405,High,1,3,Low,6954,5000,11.545441056646908,10.581673367955913,Turbo
McLaren,488 GTB,2007,USA,new,4.5,1216,675,2127,271,3.0,Petrol,FWD,Manual,5.6,296,76861,159977,Medium,1,1,Medium,8264,20000,11.249766885117783,11.982791584761973,GT
Porsche,Corvette Z06,1993,USA,new,2.3,935,1726,1246,235,2.5,Diesel,RWD,DCT,9.1,292,344726,215911,Medium,4,1,High,14260,1000,12.750508078419125,12.28262619624595,
Aston Martin,911 Turbo S,2024,Asia,new,4.0,1182,756,1981,399,2.2,Electric,RWD,CVT,7.2,253,451901,222390,Low,1,1,Low,11779,20000,13.021220621147489,12.312192372913827,
Lamborghini,Huracan,1982,Asia,new,3.1,729,1598,958,294,4.1,Electric,FWD,DCT,13.1,154,59879,244482,High,1,1,High,6619,200,11.000097838533565,12.406901055827413,
Porsche,488 GTB,2015,USA,new,2.2,697,1459,1579,168,2.8,Diesel,AWD,Automatic,11.6,354,231403,77914,Low,3,3,Medium,12935,20000,12.351920379677011,11.263373767879715,
